"","A1BG.1","A1CF.29974","A2BP1.54715","A2LD1.87769","A2ML1.144568","A2M.2","A4GALT.53947","A4GNT.51146","AAA1.404744","AAAS.8086","AACSL.729522","AACS.65985","AADAC.13","AADAT.51166","AAGAB.79719","AAK1.22848","AAMP.14","AANAT.15","AARS2.57505","AARSD1.80755","AARS.16","AASDHPPT.60496","AASDH.132949","AASS.10157","AATF.26574","AATK.9625","ABAT.18","ABCA10.10349","ABCA11P.79963","ABCA12.26154","ABCA13.154664","ABCA17P.650655","ABCA1.19","ABCA2.20","ABCA3.21","ABCA4.24","ABCA5.23461","ABCA6.23460","ABCA7.10347","ABCA8.10351","ABCA9.10350","ABCB10.23456","ABCB11.8647","ABCB1.5243","ABCB4.5244","ABCB5.340273"
"AASDH.132949",0.166796576000173,0.319074441267369,0.143660906530163,0.050334664515094,0.522808611932796,0.636886794683174,0.293798268603681,0.038874710255148,-0.0599758346835834,0.660788658589221,0.0818114246766004,0.600815076218129,0.175860737866889,0.610349105979238,0.522817037000638,0.336839606080877,0.23699263976881,0.0435523407743847,0.67633161468589,0.333768873525665,0.32241361015957,0.705194750844401,1,-0.39005197344699,0.525748717811434,0.0689765792429101,-0.152737805838612,-0.262668731043911,-0.0226489433004225,0.249600856548138,0.15153938590882,-0.282197411643154,0.154459746877769,-0.0822063815631276,0.357372009950082,-0.0686647208449594,-0.212955195474899,0.391850292729024,0.24370796745157,0.576391924409136,0.122139919659742,0.382984590357738,-0.106498946590881,0.284140684823137,0.0351705530700964,0.337444154050046
"AASS.10157",0.180269140140278,-0.286916754357535,-0.238451894297026,-0.220094565745024,-0.0415359537830494,-0.0800590546062595,0.122419014062921,0.328356909250789,0.00932862822283416,-0.444351013403025,0.0457025569480267,-0.345668140169541,-0.120769164896484,-0.375903231481026,-0.662546392357364,-0.0851266626977389,-0.19794341835947,-0.00805840675414825,-0.392616089215553,-0.198888189306335,-0.351613942303555,-0.357104689570398,-0.39005197344699,1,-0.321251043504532,0.3163821185022,0.153672585265322,0.57456233264454,0.119932413482312,-0.203685265643676,-0.0462708682583175,0.637666934751581,0.303043811357567,0.679506143596575,0.0720718584904047,-0.244935042393735,0.486981161088429,0.0569450113585711,0.466864513088815,-0.0750655065612304,0.131470289068474,-0.317345261746975,-0.0164330936801171,-0.202434265297231,-0.205202482713546,-0.0985073243161412
"AATF.26574",-0.0901242601172391,0.449291960694233,0.0446816579277877,-0.166633406997076,0.127562422119979,0.382551129290186,-0.139505441773197,-0.189467737303397,-0.0488507125483356,0.651917245575812,-0.200824571767055,0.623733195540662,0.507028450715512,0.149419597496123,0.230243154198935,0.424806549567138,0.516738187213489,0.210679912994509,0.553221190456254,0.685683083250087,0.310416362817544,0.666418815545902,0.525748717811434,-0.321251043504532,1,0.0876191136091457,0.147708783993601,-0.252244164519837,-0.00509473999346426,-0.252105353463036,0.0844886844777481,-0.567027729727639,-0.0591266694897385,-0.302840197516223,-0.303737955728992,-0.197055456170494,-0.0417239806156729,0.172628590327346,0.085653296422605,0.236930914542454,0.130437370616518,0.274296804021823,-0.0923205916988742,0.232855375440126,-0.0464176461375359,-0.0667225448779114
"AATK.9625",0.294029899117787,0.0197864566273226,-0.27862624395976,0.157110684718702,0.0217715499327053,0.0215067086730068,0.104604688418949,0.271822874486014,-0.101499891827061,0.1704055469754,0.165174119704049,0.228525035996747,-0.0734233158932717,-0.312656304154069,-0.199644907021644,0.304570689515006,0.172471172636659,0.0101969055169436,-0.0531079610589731,-0.209125166633297,0.0538258027757971,-0.0480519206904946,0.0689765792429101,0.3163821185022,0.0876191136091457,1,0.512000896918633,0.329589192786424,-0.0220326856719364,0.00760111069888072,-0.138365050315907,0.164781869893577,0.243063631470436,0.506108006179499,-0.0465323128352761,-0.228023423159699,0.439904490874042,0.22008090506986,0.722841488840637,0.0034515292938523,0.247843920906047,0.344855229034371,-0.0521421562985357,-0.13484461262848,0.0442778140257008,-0.0663073328714447
"ABAT.18",0.237712837307272,0.462891661772789,0.106638751749622,-0.119715799078039,-0.183175963294893,-0.00599156077315727,-0.0805799942542393,0.0577079814607875,-0.202864601465137,0.0923724792654138,-0.121274381249702,-0.0507109622714335,0.248805600562218,-0.352782519127256,0.0245579422098335,0.371078047201638,0.582421637681008,-0.0709131360885034,0.068745414809366,-0.0591138521168281,0.495050756817103,0.0937421950702427,-0.152737805838612,0.153672585265322,0.147708783993601,0.512000896918633,1,0.198388711014885,0.242965117198681,-0.183699810828928,0.182097836343208,-0.0755503331145241,0.0712790258210519,0.246683761458852,-0.236640997215757,-0.294147411622918,0.210018918620533,0.127847334368334,0.305086530262218,-0.0950101058112514,0.250330106290856,0.240379864688249,-0.294938438541536,0.00811678220697511,0.347798898237101,-0.173237550693834
"ABCA10.10349",0.0690288668168441,-0.137658984115478,0.035369039048625,-0.183830345067171,-0.267716739091282,0.091964611088802,0.0340801160739793,0.645145496716114,-0.283200540683058,-0.297809587027225,-0.0823150968506777,-0.41350904995589,-0.131424981514099,-0.479086600158378,-0.383745035161419,-0.005137539604745,-0.257240017524948,0.465538526503674,-0.263042229823345,-0.337688929118088,-0.32442870498444,-0.343038901816162,-0.262668731043911,0.57456233264454,-0.252244164519837,0.329589192786424,0.198388711014885,1,0.102932982994801,-0.208215913239558,-0.0419223827548616,0.350154926528817,0.19174642454872,0.257278858438724,-0.119054064734309,-0.3512850820637,0.819576257993014,0.401731448594919,0.34326322296356,0.200040154853945,0.513080158048067,-0.133587864464547,-0.159549849732096,0.00572027836582738,0.0716912542431426,0.160904384668336
"ABCA11P.79963",0.359112017008658,0.189120862462719,-0.130581327425017,-0.561474175687527,-0.315193638544771,0.144209724083336,0.2077233787126,-0.161159556157267,0.153575914277405,0.225919956799131,0.118977444960763,0.183151532642302,0.109867784050202,-0.279177723217721,-0.239795630948175,-0.34832815774362,0.475148621200346,0.179004118452162,0.447861900112586,0.26513165666773,0.58272251527763,0.232489669260339,-0.0226489433004225,0.119932413482312,-0.00509473999346426,-0.0220326856719364,0.242965117198681,0.102932982994801,1,-0.2060459238036,0.0134783490483468,0.187227047443665,0.125022830614406,0.220818026976525,-0.133973167095086,-0.330592790527992,0.136613969526469,-0.116744680762748,-0.111747669936499,0.101070395259395,0.0750772005308919,-0.387969152321763,-0.16389817499288,0.431860521329265,0.409424194063708,-0.324286254413618
"ABCA12.26154",-0.173257797434734,-0.0755897010811488,-0.0684949632385942,0.416186618561995,-0.0656480568206042,-0.287465856613728,-0.338095570008995,-0.166392629482845,-0.0787651595425069,0.0646723634252002,-0.0376930307195786,0.159936708725763,-0.2115719502099,0.091166483162877,0.0971318922208508,-0.18272363098532,-0.283146021014262,-0.111793612999762,-0.127153877077911,0.0749665764954572,-0.0884086249081943,-0.143377630915143,0.249600856548138,-0.203685265643676,-0.252105353463036,0.00760111069888072,-0.183699810828928,-0.208215913239558,-0.2060459238036,1,-0.022961662455061,-0.118050407381423,-0.0857073271868307,0.0230962995189488,-0.00720283190107178,0.382741916430886,-0.218575737588041,-0.195629041657565,0.0580885357564671,-0.126563523161123,-0.232395630130646,-0.0229480638798285,-0.105079561415341,-0.255770930995632,-0.183106654011953,-0.134360150130873
"ABCA13.154664",0.224054673557654,0.29075077461534,0.539309177160675,0.105496417618823,-0.148324784012537,-0.0766631667860495,0.164498661797521,-0.109459629931861,0.00786241439938522,0.247585168997739,0.229463177660709,0.10328803117105,-0.0897752893781538,-0.00876901167548464,0.553122640060121,0.32783320164094,0.10838757399434,0.141116267014824,0.394685163422163,0.080646565355468,0.300343624427043,0.371204072150666,0.15153938590882,-0.0462708682583175,0.0844886844777481,-0.138365050315907,0.182097836343208,-0.0419223827548616,0.0134783490483468,-0.022961662455061,1,0.125523153400509,-0.0970884736427086,0.0355419338794993,0.0273639202507887,-0.0788561982860465,-0.111612799247479,-0.167985775351093,0.0137119032692966,-0.128157528175242,-0.176887337939532,0.206509085058419,0.0578430665651221,-0.221629025586987,-0.250493802412643,-0.264219733422129
"ABCA17P.650655",0.529162713352414,-0.400393373859359,-0.188820098079556,-0.28894774795156,-0.147753912444507,-0.259936412990709,0.472603704580418,0.20864128490272,0.247780079059045,-0.186022708992728,0.635103687182154,-0.183205382967566,-0.214239663440898,-0.0890551871708047,-0.250429106364694,-0.200325601642748,-0.211569817265734,-0.0891100462434355,-0.105753917036959,-0.467070295861046,-0.0336141713476697,-0.243472785232169,-0.282197411643154,0.637666934751581,-0.567027729727639,0.164781869893577,-0.0755503331145241,0.350154926528817,0.187227047443665,-0.118050407381423,0.125523153400509,1,-0.0171717107073672,0.779384953108542,0.450870471329137,-0.00609948118064697,0.172038162276892,-0.230514524949023,0.31556006665577,-0.287860115977259,-0.195738119644113,-0.321843587410879,0.0913131031071773,-0.0348094478465609,-0.114465515517685,-0.132302782356558
"ABCA1.19",0.279323188850779,-0.0206467938772723,0.0472686586991203,-0.0742193484287048,0.338338402379204,0.553831017838665,0.522086315389362,0.414079665180293,0.302314644394951,-0.35639724837683,0.0692295834254073,-0.14739782944276,-0.0726431602451336,-0.0622804590343938,-0.337210849340536,0.0899300313546093,-0.184438272884009,0.121264507553363,-0.0624535712662534,0.0809548121506187,-0.148400130646411,-0.0772071499578348,0.154459746877769,0.303043811357567,-0.0591266694897385,0.243063631470436,0.0712790258210519,0.19174642454872,0.125022830614406,-0.0857073271868307,-0.0970884736427086,-0.0171717107073672,1,0.208696237042373,0.191130208231962,-0.196709001504259,0.220213081563653,0.675801315595385,0.380814274077171,0.557644950742365,0.693150281351726,0.035744655193444,0.314273224492516,-0.168204531794361,0.0375318345651992,0.348267390251767
"ABCA2.20",0.582003555478341,-0.188042320147684,-0.294174058137087,-0.274329810442073,-0.0629649355095508,-0.0537915633229872,0.359208342545155,0.109273121730139,0.226062701748325,-0.00413898835613862,0.426678683662289,0.13646755444966,-0.178633158369439,-0.129342148236983,-0.265898461466751,-0.0152526260469046,0.110930745428666,-0.048950972105395,0.0131878830288734,-0.211915921330145,0.124609364564152,-0.135105187719179,-0.0822063815631276,0.679506143596575,-0.302840197516223,0.506108006179499,0.246683761458852,0.257278858438724,0.220818026976525,0.0230962995189488,0.0355419338794993,0.779384953108542,0.208696237042373,1,0.307723726788006,-0.114665491232973,0.154605461857307,-0.0452598460104606,0.675837328179701,-0.0972222011816621,-0.0117642830081014,-0.0652206413616513,-0.0327960826061873,-0.0982200743542698,-0.0876290761126122,-0.236868903876356
"ABCA3.21",0.402090823571636,-0.28278738655974,-0.144714128142815,-0.122433799677717,0.684800376087616,0.359533923271875,0.642571092044651,0.240672301039365,0.173794113888477,-0.02374433303522,0.509250679300729,-0.0464829497201051,-0.208041841274065,0.730456445262154,0.229467544207199,-0.00163657295527803,-0.184638058961767,-0.270733042816554,0.168735373760416,-0.418885920562017,0.0868104595498774,0.164983995902776,0.357372009950082,0.0720718584904047,-0.303737955728992,-0.0465323128352761,-0.236640997215757,-0.119054064734309,-0.133973167095086,-0.00720283190107178,0.0273639202507887,0.450870471329137,0.191130208231962,0.307723726788006,1,0.171456133432669,-0.16011408066007,0.270092927239631,0.269315144157403,0.312567664733845,-0.00375847213529285,0.0493045296561782,0.15307890793931,0.12421494699915,0.00124800486045215,0.419097414989152
"ABCA4.24",0.0805602981419489,-0.281586386146605,-0.164191802404351,0.23706131664878,-0.116338353951185,-0.265822801762048,-0.0414594534928837,-0.134764606382743,0.521900721193071,-0.122448237898914,0.364743307151137,0.0603911625922506,0.0908861670036112,0.412755382987257,0.0459783907842205,-0.140543284874841,-0.427356994374565,-0.295387842162147,-0.0677465888960139,-0.280769886291516,-0.0896954843980396,0.0794985820684582,-0.0686647208449594,-0.244935042393735,-0.197055456170494,-0.228023423159699,-0.294147411622918,-0.3512850820637,-0.330592790527992,0.382741916430886,-0.0788561982860465,-0.00609948118064697,-0.196709001504259,-0.114665491232973,0.171456133432669,1,-0.1771482676407,-0.193524285685252,-0.0719456400098934,-0.138437846127688,-0.153544444965642,0.167786578074616,0.242329220532434,-0.174521716689822,-0.399416874628885,-0.181179269799073
"ABCA5.23461",0.126648457950348,-0.16155191122666,-0.358899799070818,-0.24249931078468,-0.16075893254746,0.14418779090938,-0.0632810598416377,0.511071920717239,-0.0141008967996725,-0.169156483621615,-0.016928911127057,-0.159721236864959,-0.170047451792269,-0.461223970268777,-0.455252798977461,-0.165806412742005,-0.14596264316714,0.469476373962889,-0.171341747305025,-0.156279998781564,-0.240772567744087,-0.098027136246859,-0.212955195474899,0.486981161088429,-0.0417239806156729,0.439904490874042,0.210018918620533,0.819576257993014,0.136613969526469,-0.218575737588041,-0.111612799247479,0.172038162276892,0.220213081563653,0.154605461857307,-0.16011408066007,-0.1771482676407,1,0.354834056756095,0.435309613049432,0.221799965918869,0.525276676575071,-0.127079886270026,0.139570466086833,-0.119515993394275,-0.131663793850967,-0.123267682851614
"ABCA6.23460",0.149818558512539,0.0410525463911232,0.157978827706769,-0.0905637447446239,0.447618597655165,0.793357210754894,0.399795269329303,0.693985355732898,-0.0586442128207051,-0.167093233206503,-0.12330454396566,-0.120419268478563,0.018106098075002,0.223929235471393,-0.0259697415524866,0.258820101399609,-0.102256373406734,0.3375443013286,0.0671337295482916,-0.0912527064266556,-0.0792628794574254,0.1307272049075,0.391850292729024,0.0569450113585711,0.172628590327346,0.22008090506986,0.127847334368334,0.401731448594919,-0.116744680762748,-0.195629041657565,-0.167985775351093,-0.230514524949023,0.675801315595385,-0.0452598460104606,0.270092927239631,-0.193524285685252,0.354834056756095,1,0.354216312715621,0.863516109603415,0.896698809121577,0.301218662379551,-0.028924114348083,0.0738200404796366,0.123810148063027,0.658049970139423
"ABCA7.10347",0.447797862844429,0.0788346092850686,-0.300249150783751,-0.024549939346464,0.235244679400414,0.277797600633539,0.212580318353291,0.163973830207895,0.109486800273494,0.200673308943326,0.214380550902417,0.264943938894714,-0.0656058656200833,0.0206734456163713,-0.0938541260843486,0.361704081703482,0.0892928962167914,0.0676247344788839,0.120534185849415,-0.0917277232491399,-0.0651104162217712,0.0525039854758542,0.24370796745157,0.466864513088815,0.085653296422605,0.722841488840637,0.305086530262218,0.34326322296356,-0.111747669936499,0.0580885357564671,0.0137119032692966,0.31556006665577,0.380814274077171,0.675837328179701,0.269315144157403,-0.0719456400098934,0.435309613049432,0.354216312715621,1,0.238323165109049,0.301326130098797,0.363509900501288,0.0362448896161169,-0.193190617699186,-0.195536710598909,-0.0529531383556028
"ABCA8.10351",0.117558879687461,0.0519350463425205,0.0639037568918804,-0.160765700443071,0.498294886272849,0.91825278552698,0.354624072268909,0.434077863946466,-0.0121554850984684,0.0637358669625531,-0.1768550454985,0.152319231987719,-0.0819837020256591,0.414905104404061,0.100796268773902,0.0820101127071995,0.0196059729763716,0.3768490396448,0.359135290651061,0.0801052203280623,0.0520799020062349,0.363689612154728,0.576391924409136,-0.0750655065612304,0.236930914542454,0.0034515292938523,-0.0950101058112514,0.200040154853945,0.101070395259395,-0.126563523161123,-0.128157528175242,-0.287860115977259,0.557644950742365,-0.0972222011816621,0.312567664733845,-0.138437846127688,0.221799965918869,0.863516109603415,0.238323165109049,1,0.713146029652207,0.288188052367569,-0.0515104134307363,0.24624518503807,0.110373928962178,0.50873407217062
"ABCA9.10350",0.25498909147853,0.0315715957071416,0.0792235314480342,-0.208800971167431,0.089729947478036,0.593477441201463,0.323903405669298,0.671427445853595,0.127329598074654,-0.275244198293528,-0.0650543686252178,-0.168222874950762,0.0472633812525281,-0.109295120761188,-0.257453500462261,0.0706130938851956,-0.079973529372445,0.509332121622251,-0.0194958269060667,-0.00565464575615013,-0.0164119022336312,0.0256364481978187,0.122139919659742,0.131470289068474,0.130437370616518,0.247843920906047,0.250330106290856,0.513080158048067,0.0750772005308919,-0.232395630130646,-0.176887337939532,-0.195738119644113,0.693150281351726,-0.0117642830081014,-0.00375847213529285,-0.153544444965642,0.525276676575071,0.896698809121577,0.301326130098797,0.713146029652207,1,0.114923127485364,0.00188666523492335,-0.064482921244732,0.0400491939709566,0.381610702029633
"ABCB10.23456",0.0853829817677711,0.418100612829669,0.361973284117558,0.525626367407151,0.228962802090139,0.315294161277859,0.0872562534369709,-0.039609404846969,-0.093063953762577,0.335660285112113,-0.0837842640939203,0.263467485952599,0.13369584369843,0.33205839887067,0.592283117604961,0.739019306565685,0.177746552733166,-0.195357307660047,0.293133635543574,-0.245536601561088,0.0417840974296505,0.320100792767232,0.382984590357738,-0.317345261746975,0.274296804021823,0.344855229034371,0.240379864688249,-0.133587864464547,-0.387969152321763,-0.0229480638798285,0.206509085058419,-0.321843587410879,0.035744655193444,-0.0652206413616513,0.0493045296561782,0.167786578074616,-0.127079886270026,0.301218662379551,0.363509900501288,0.288188052367569,0.114923127485364,1,-0.0672406778378136,-0.0052815615900166,0.0353475784291085,0.242608115848865
"ABCB11.8647",0.0747151802413529,-0.356432626000446,-0.270893865787074,-0.148389920200813,0.156886682970471,0.0951419070888631,0.232537255332661,0.0854782034437439,0.590736685494902,-0.194526652331218,0.359720499349955,0.0642708806871484,-0.271763548344987,0.00839410194382389,-0.0394402769529,-0.198864920243148,-0.302835560924859,-0.0547362817811948,-0.0732439493669581,-0.0319801696622108,-0.213528116505948,0.0586128750353864,-0.106498946590881,-0.0164330936801171,-0.0923205916988742,-0.0521421562985357,-0.294938438541536,-0.159549849732096,-0.16389817499288,-0.105079561415341,0.0578430665651221,0.0913131031071773,0.314273224492516,-0.0327960826061873,0.15307890793931,0.242329220532434,0.139570466086833,-0.028924114348083,0.0362448896161169,-0.0515104134307363,0.00188666523492335,-0.0672406778378136,1,-0.199608323904824,-0.186643968527397,-0.139145887303604
"ABCB1.5243",-0.149016436654646,0.0430821716414734,0.0579842201680878,-0.464511520783261,0.0498836411923408,0.3963119318462,0.119651826727078,-0.000435062963504651,-0.272547699005199,0.408549232131802,-0.0304209122637431,0.240344019700125,0.354550481488315,0.329935572675769,0.120928162398103,0.127553045786997,0.260169962176991,-0.0868235691889932,0.521150229528922,-0.0192516463643542,0.346414404937041,0.335422501555744,0.284140684823137,-0.202434265297231,0.232855375440126,-0.13484461262848,0.00811678220697511,0.00572027836582738,0.431860521329265,-0.255770930995632,-0.221629025586987,-0.0348094478465609,-0.168204531794361,-0.0982200743542698,0.12421494699915,-0.174521716689822,-0.119515993394275,0.0738200404796366,-0.193190617699186,0.24624518503807,-0.064482921244732,-0.0052815615900166,-0.199608323904824,1,0.759779373254964,0.257844933482392
"ABCB4.5244",-0.167879763495233,0.21436786286157,0.197034891999673,-0.263065281378171,0.0260315841639484,0.268567186745506,0.0666901363993035,0.036880532241486,-0.408924529629315,0.130001389218216,-0.204730272208085,-0.0965425071529744,0.214946271198727,0.000251663053488517,0.108961079738515,0.175427772930176,0.328914462822113,-0.204839293313977,0.192561700805988,-0.158807051327291,0.311532402562133,-0.0332965398901041,0.0351705530700964,-0.205202482713546,-0.0464176461375359,0.0442778140257008,0.347798898237101,0.0716912542431426,0.409424194063708,-0.183106654011953,-0.250493802412643,-0.114465515517685,0.0375318345651992,-0.0876290761126122,0.00124800486045215,-0.399416874628885,-0.131663793850967,0.123810148063027,-0.195536710598909,0.110373928962178,0.0400491939709566,0.0353475784291085,-0.186643968527397,0.759779373254964,1,0.353481986158954
"ABCB5.340273",-0.116776605749152,0.0362380847618273,0.422293119047467,0.203697584875413,0.562399059852489,0.509915163014648,0.402285811437723,0.546020628015092,-0.314090160589871,-0.245589779585849,-0.142834448460414,-0.410041489193281,0.167236753074417,0.410282747274178,0.139505571895541,0.355215250550948,-0.275887321885702,-0.184072416749444,-0.140552397561187,-0.335251144909802,-0.286478130022913,-0.0888718829820239,0.337444154050046,-0.0985073243161412,-0.0667225448779114,-0.0663073328714447,-0.173237550693834,0.160904384668336,-0.324286254413618,-0.134360150130873,-0.264219733422129,-0.132302782356558,0.348267390251767,-0.236868903876356,0.419097414989152,-0.181179269799073,-0.123267682851614,0.658049970139423,-0.0529531383556028,0.50873407217062,0.381610702029633,0.242608115848865,-0.139145887303604,0.257844933482392,0.353481986158954,1
